booking_id,quote_id,line_no,customer_id,product_id,booking_date,booked_quantity,booked_price
BK-000738,Q-2025-000702,1,C040,P0059,2025-07-24,398,347.89
BK-000739,Q-2025-000702,2,C040,P0026,2025-07-09,17,10614.47
BK-000740,Q-2025-000702,3,C040,P0053,2025-06-22,301,340.22
BK-000741,Q-2025-000704,3,C030,P0065,2025-07-21,18,7321.63
BK-000742,Q-2025-000704,4,C030,P0073,2025-07-04,15,7832.9
BK-000743,Q-2025-000705,2,C003,P0022,2025-07-09,5,9916.93
BK-000744,Q-2025-000706,2,C033,P0041,2025-07-16,81,467.24
BK-000745,Q-2025-000706,3,C033,P0054,2025-07-26,345,549.11
BK-000746,Q-2025-000707,1,C018,P0089,2025-07-08,4,54291.72
BK-000747,Q-2025-000708,1,C032,P0098,2025-07-13,4,56178.64
BK-000748,Q-2025-000710,1,C017,P0079,2025-06-09,6,7472.54
BK-000749,Q-2025-000710,2,C017,P0049,2025-07-07,333,425.21
BK-000750,Q-2025-000710,3,C017,P0042,2025-07-11,712,397.32
BK-000751,Q-2025-000711,2,C027,P0025,2025-07-30,11,13910.53
BK-000752,Q-2025-000712,1,C040,P0034,2025-07-13,12,9389.3
BK-000753,Q-2025-000713,1,C004,P0033,2025-07-19,16,12736.68
BK-000754,Q-2025-000714,2,C040,P0045,2025-08-09,257,394.16
BK-000755,Q-2025-000715,2,C004,P0033,2025-07-12,3,11858.72
BK-000756,Q-2025-000715,3,C004,P0037,2025-06-28,7,11805.6
BK-000757,Q-2025-000716,1,C032,P0081,2025-07-09,2,52640.99
BK-000758,Q-2025-000717,1,C033,P0022,2025-08-18,10,10750.52
BK-000759,Q-2025-000718,1,C026,P0059,2025-06-15,158,420.47
BK-000760,Q-2025-000721,1,C013,P0023,2025-07-21,2,10930.0
BK-000761,Q-2025-000722,1,C010,P0081,2025-06-29,3,42200.49
BK-000762,Q-2025-000723,1,C013,P0013,2025-07-22,5,32389.23
BK-000763,Q-2025-000723,2,C013,P0029,2025-08-28,19,13295.29
BK-000764,Q-2025-000723,3,C013,P0022,2025-07-10,3,11675.92
BK-000765,Q-2025-000724,1,C003,P0044,2025-07-16,331,374.7
BK-000766,Q-2025-000727,2,C037,P0098,2025-08-27,4,51754.47
BK-000767,Q-2025-000728,1,C012,P0053,2025-08-17,132,504.13
BK-000768,Q-2025-000729,1,C002,P0065,2025-08-26,4,7074.94
BK-000769,Q-2025-000730,1,C017,P0019,2025-08-21,6,30510.94
BK-000770,Q-2025-000731,1,C010,P0087,2025-08-20,3,41884.9
BK-000771,Q-2025-000732,3,C026,P0048,2025-08-18,150,472.15
BK-000772,Q-2025-000733,2,C001,P0018,2025-08-26,3,32591.77
BK-000773,Q-2025-000734,2,C040,P0059,2025-08-18,77,346.97
BK-000774,Q-2025-000734,3,C040,P0057,2025-08-21,218,435.11
BK-000775,Q-2025-000736,1,C005,P0049,2025-07-25,273,443.25
BK-000776,Q-2025-000736,2,C005,P0009,2025-09-12,2,29502.8
BK-000777,Q-2025-000736,3,C005,P0073,2025-07-30,10,6731.85
BK-000778,Q-2025-000738,1,C017,P0079,2025-08-10,2,6838.66
BK-000779,Q-2025-000739,1,C008,P0104,2025-09-03,7,2177.83
BK-000780,Q-2025-000739,2,C008,P0009,2025-08-06,7,32501.01
BK-000781,Q-2025-000741,1,C003,P0024,2025-07-18,14,9746.74
BK-000782,Q-2025-000741,3,C003,P0022,2025-07-28,18,10040.05
BK-000783,Q-2025-000743,2,C006,P0084,2025-08-14,1,47231.31
BK-000784,Q-2025-000745,1,C001,P0005,2025-08-16,5,33889.72
BK-000785,Q-2025-000746,1,C001,P0003,2025-07-20,1,28187.33
BK-000786,Q-2025-000747,3,C006,P0089,2025-08-13,3,50117.66
BK-000787,Q-2025-000749,1,C008,P0106,2025-09-04,30,2025.41
BK-000788,Q-2025-000749,2,C008,P0073,2025-08-24,6,8233.27
BK-000789,Q-2025-000750,1,C029,P0096,2025-09-11,3,37662.93
BK-000790,Q-2025-000750,2,C029,P0097,2025-08-05,4,47455.14
BK-000791,Q-2025-000751,1,C006,P0093,2025-08-03,3,47444.8
BK-000792,Q-2025-000753,1,C006,P0091,2025-08-01,1,58540.93
BK-000793,Q-2025-000754,1,C004,P0031,2025-07-24,21,11852.66
BK-000794,Q-2025-000755,1,C033,P0054,2025-08-12,38,516.02
BK-000795,Q-2025-000757,1,C039,P0060,2025-08-01,217,599.63
BK-000796,Q-2025-000758,1,C007,P0010,2025-08-24,2,34943.74
BK-000797,Q-2025-000759,2,C003,P0027,2025-08-08,24,12982.63
BK-000798,Q-2025-000760,1,C023,P0110,2025-08-14,12,2028.1
BK-000799,Q-2025-000762,1,C018,P0005,2025-09-27,1,34183.15
BK-000800,Q-2025-000762,2,C018,P0089,2025-08-18,2,52957.9
BK-000801,Q-2025-000762,3,C018,P0008,2025-09-06,6,33930.59
BK-000802,Q-2025-000763,1,C032,P0011,2025-08-19,5,36328.72
BK-000803,Q-2025-000764,1,C004,P0099,2025-08-12,3,50742.49
BK-000804,Q-2025-000766,1,C014,P0094,2025-08-16,4,41316.83
BK-000805,Q-2025-000767,1,C004,P0099,2025-09-02,2,50905.73
BK-000806,Q-2025-000769,1,C004,P0037,2025-07-30,22,11790.13
BK-000807,Q-2025-000770,1,C016,P0091,2025-07-31,1,61269.06
BK-000808,Q-2025-000770,2,C016,P0062,2025-07-19,5,8676.37
BK-000809,Q-2025-000771,1,C038,P0073,2025-08-26,18,9141.64
BK-000810,Q-2025-000772,1,C007,P0005,2025-08-12,5,36909.1
BK-000811,Q-2025-000774,1,C006,P0086,2025-08-11,2,47384.41
BK-000812,Q-2025-000775,2,C038,P0105,2025-09-11,25,2207.2
BK-000813,Q-2025-000778,1,C034,P0063,2025-09-28,17,7255.56
BK-000814,Q-2025-000779,1,C004,P0037,2025-09-16,6,11805.38
BK-000815,Q-2025-000779,2,C004,P0031,2025-08-25,7,11819.49
BK-000816,Q-2025-000779,3,C004,P0033,2025-08-13,15,11839.19
BK-000817,Q-2025-000779,4,C004,P0023,2025-08-19,22,10821.17
BK-000818,Q-2025-000780,1,C009,P0091,2025-08-04,1,49090.89
BK-000819,Q-2025-000781,1,C008,P0001,2025-08-15,5,36588.23
BK-000820,Q-2025-000781,2,C008,P0019,2025-08-18,7,38570.75
BK-000821,Q-2025-000782,1,C011,P0073,2025-08-10,2,7948.75
BK-000822,Q-2025-000782,2,C011,P0091,2025-10-04,1,44826.13
BK-000823,Q-2025-000783,1,C001,P0042,2025-09-07,366,402.44
BK-000824,Q-2025-000784,2,C040,P0026,2025-08-27,20,10621.59
BK-000825,Q-2025-000785,1,C011,P0084,2025-08-04,2,49005.97
BK-000826,Q-2025-000785,2,C011,P0080,2025-08-23,2,7608.0
BK-000827,Q-2025-000787,1,C026,P0120,2025-08-31,26,2514.65
BK-000828,Q-2025-000788,1,C011,P0106,2025-08-15,17,1909.68
BK-000829,Q-2025-000789,1,C030,P0073,2025-08-23,5,7841.22
BK-000830,Q-2025-000790,3,C015,P0082,2025-09-08,3,54075.17
BK-000831,Q-2025-000791,1,C027,P0072,2025-08-01,5,9374.69
BK-000832,Q-2025-000793,2,C002,P0071,2025-09-18,7,7484.98
BK-000833,Q-2025-000795,1,C030,P0073,2025-09-14,10,7864.64
BK-000834,Q-2025-000795,2,C030,P0089,2025-09-06,4,46173.22
BK-000835,Q-2025-000795,3,C030,P0090,2025-08-27,1,41193.02
BK-000836,Q-2025-000795,4,C030,P0065,2025-09-18,16,7331.2
BK-000837,Q-2025-000796,1,C030,P0096,2025-09-30,3,38445.79
BK-000838,Q-2025-000797,1,C005,P0066,2025-09-07,5,7308.04
BK-000839,Q-2025-000801,1,C015,P0092,2025-10-26,4,47151.8
BK-000840,Q-2025-000801,2,C015,P0082,2025-09-09,1,54183.45
BK-000841,Q-2025-000801,4,C015,P0077,2025-09-08,13,6636.85
BK-000842,Q-2025-000802,1,C011,P0097,2025-09-09,2,44730.86
BK-000843,Q-2025-000804,1,C040,P0039,2025-09-18,6,12949.0
BK-000844,Q-2025-000805,3,C027,P0079,2025-09-01,8,10208.27
BK-000845,Q-2025-000806,1,C005,P0073,2025-08-24,19,7090.3
BK-000846,Q-2025-000806,4,C005,P0066,2025-09-11,13,7320.72
BK-000847,Q-2025-000807,1,C003,P0060,2025-09-23,486,382.57
BK-000848,Q-2025-000808,1,C040,P0045,2025-10-03,759,412.69
BK-000849,Q-2025-000809,2,C025,P0076,2025-09-28,4,6313.35
BK-000850,Q-2025-000809,4,C025,P0109,2025-09-21,19,2190.39
BK-000851,Q-2025-000811,2,C017,P0045,2025-09-14,86,419.22
BK-000852,Q-2025-000812,1,C025,P0076,2025-09-26,11,6300.14
BK-000853,Q-2025-000814,2,C011,P0073,2025-10-01,2,7118.44
BK-000854,Q-2025-000816,1,C031,P0069,2025-09-14,19,7891.79
BK-000855,Q-2025-000817,2,C006,P0093,2025-09-04,4,47420.6
BK-000856,Q-2025-000818,1,C011,P0080,2025-09-02,10,8234.31
BK-000857,Q-2025-000819,1,C012,P0099,2025-10-04,3,53809.75
BK-000858,Q-2025-000821,1,C007,P0001,2025-08-23,4,31236.64
BK-000859,Q-2025-000822,1,C027,P0035,2025-09-19,13,12086.65
BK-000860,Q-2025-000822,2,C027,P0036,2025-08-29,7,14916.1
BK-000861,Q-2025-000822,3,C027,P0039,2025-09-19,3,12660.38
BK-000862,Q-2025-000825,1,C006,P0086,2025-09-08,1,47180.98
BK-000863,Q-2025-000827,2,C008,P0077,2025-09-08,6,9227.76
BK-000864,Q-2025-000827,3,C008,P0001,2025-10-17,2,30942.99
BK-000865,Q-2025-000830,1,C006,P0093,2025-10-18,4,47415.08
BK-000866,Q-2025-000830,2,C006,P0014,2025-10-10,2,41700.74
BK-000867,Q-2025-000831,2,C013,P0022,2025-09-12,6,11665.31
BK-000868,Q-2025-000832,1,C016,P0091,2025-10-03,1,61399.86
BK-000869,Q-2025-000833,1,C001,P0015,2025-10-04,3,32429.7
BK-000870,Q-2025-000834,1,C002,P0067,2025-09-10,10,7443.83
BK-000871,Q-2025-000834,2,C002,P0060,2025-09-29,149,506.57
BK-000872,Q-2025-000837,1,C034,P0074,2025-10-03,3,7692.85
BK-000873,Q-2025-000838,1,C032,P0041,2025-09-25,719,496.15
BK-000874,Q-2025-000839,1,C004,P0029,2025-09-26,8,11845.22
BK-000875,Q-2025-000840,1,C030,P0089,2025-09-03,4,46235.18
BK-000876,Q-2025-000840,2,C030,P0065,2025-08-28,18,7308.26
BK-000877,Q-2025-000840,3,C030,P0066,2025-08-22,3,8131.37
BK-000878,Q-2025-000841,1,C013,P0023,2025-09-01,4,10935.98
BK-000879,Q-2025-000841,2,C013,P0008,2025-08-25,2,34494.29
BK-000880,Q-2025-000842,1,C025,P0063,2025-09-16,13,7513.86
BK-000881,Q-2025-000842,2,C025,P0076,2025-09-20,8,6307.84
BK-000882,Q-2025-000843,1,C011,P0091,2025-09-09,3,51181.9
BK-000883,Q-2025-000843,3,C011,P0097,2025-09-11,1,49855.62
BK-000884,Q-2025-000845,1,C024,P0060,2025-09-10,332,398.53
BK-000885,Q-2025-000845,2,C024,P0024,2025-09-25,5,10661.16
BK-000886,Q-2025-000845,3,C024,P0078,2025-10-06,4,7469.02
BK-000887,Q-2025-000846,1,C033,P0028,2025-09-13,4,13215.46
BK-000888,Q-2025-000848,1,C013,P0013,2025-08-28,4,32491.53
BK-000889,Q-2025-000848,3,C013,P0008,2025-10-25,4,34721.18
BK-000890,Q-2025-000848,4,C013,P0022,2025-08-31,2,11627.89
BK-000891,Q-2025-000849,1,C017,P0045,2025-09-01,92,404.99
BK-000892,Q-2025-000849,2,C017,P0079,2025-09-08,8,7459.84
BK-000893,Q-2025-000851,1,C032,P0044,2025-09-17,781,546.28
BK-000894,Q-2025-000851,2,C032,P0095,2025-09-14,3,46058.82
BK-000895,Q-2025-000853,1,C011,P0084,2025-08-30,4,49098.38
BK-000896,Q-2025-000853,2,C011,P0083,2025-09-23,1,46945.72
BK-000897,Q-2025-000853,4,C011,P0080,2025-10-01,7,7607.5
BK-000898,Q-2025-000854,1,C030,P0071,2025-09-24,6,8755.56
BK-000899,Q-2025-000855,1,C040,P0053,2025-09-13,612,354.9
BK-000900,Q-2025-000855,2,C040,P0045,2025-09-14,245,389.67
BK-000901,Q-2025-000855,3,C040,P0031,2025-10-05,23,8936.17
BK-000902,Q-2025-000856,1,C036,P0081,2025-09-06,4,52827.76
BK-000903,Q-2025-000856,2,C036,P0094,2025-09-06,2,44600.0
BK-000904,Q-2025-000857,3,C003,P0033,2025-08-18,21,10726.66
BK-000905,Q-2025-000857,4,C003,P0044,2025-09-04,541,372.46
BK-000906,Q-2025-000859,1,C009,P0068,2025-09-08,13,7276.39
BK-000907,Q-2025-000862,1,C032,P0098,2025-10-11,2,56240.39
BK-000908,Q-2025-000864,1,C001,P0015,2025-09-16,6,32779.43
BK-000909,Q-2025-000864,2,C001,P0003,2025-10-10,1,28114.91
BK-000910,Q-2025-000864,3,C001,P0042,2025-09-19,106,402.55
BK-000911,Q-2025-000865,1,C011,P0073,2025-09-30,10,7050.0
BK-000912,Q-2025-000865,2,C011,P0091,2025-09-02,1,51431.81
BK-000913,Q-2025-000866,1,C024,P0078,2025-09-03,20,7503.36
BK-000914,Q-2025-000867,1,C026,P0112,2025-10-08,14,2556.84
BK-000915,Q-2025-000867,2,C026,P0052,2025-10-16,687,538.5
BK-000916,Q-2025-000867,3,C026,P0050,2025-10-15,270,622.47
BK-000917,Q-2025-000868,1,C011,P0083,2025-10-18,1,41039.3
BK-000918,Q-2025-000869,2,C001,P0018,2025-09-29,2,32547.18
BK-000919,Q-2025-000870,2,C031,P0008,2025-10-19,1,32341.0
BK-000920,Q-2025-000870,3,C031,P0102,2025-10-10,17,1951.53
BK-000921,Q-2025-000870,4,C031,P0073,2025-10-16,4,8000.0
BK-000922,Q-2025-000871,1,C001,P0042,2025-09-17,776,400.91
BK-000923,Q-2025-000871,2,C001,P0005,2025-09-23,1,33931.3
BK-000924,Q-2025-000871,3,C001,P0015,2025-09-23,2,32258.05
BK-000925,Q-2025-000873,1,C027,P0034,2025-09-27,14,14698.71
BK-000926,Q-2025-000873,2,C027,P0072,2025-09-25,9,9395.54
BK-000927,Q-2025-000875,1,C040,P0059,2025-10-24,469,325.0
BK-000928,Q-2025-000876,2,C009,P0095,2025-10-17,1,41133.08
BK-000929,Q-2025-000877,1,C017,P0042,2025-10-03,509,468.87
BK-000930,Q-2025-000878,2,C001,P0042,2025-10-03,523,400.24
BK-000931,Q-2025-000879,1,C026,P0112,2025-10-30,20,2561.11
BK-000932,Q-2025-000880,1,C027,P0025,2025-10-14,14,14218.21
BK-000933,Q-2025-000881,1,C024,P0054,2025-10-24,770,405.0
BK-000934,Q-2025-000882,1,C013,P0022,2025-09-24,9,11693.65
BK-000935,Q-2025-000882,2,C013,P0008,2025-09-18,1,34667.37
BK-000936,Q-2025-000884,1,C005,P0058,2025-10-07,577,441.56
BK-000937,Q-2025-000884,2,C005,P0009,2025-11-05,4,29179.88
BK-000938,Q-2025-000886,1,C026,P0112,2025-10-01,33,2553.57
BK-000939,Q-2025-000887,1,C034,P0040,2025-09-21,2,10826.9
BK-000940,Q-2025-000887,2,C034,P0074,2025-09-27,2,7732.27
BK-000941,Q-2025-000888,1,C040,P0041,2025-10-17,700,433.16
BK-000942,Q-2025-000889,1,C011,P0106,2025-10-03,10,1897.4
BK-000943,Q-2025-000890,1,C028,P0016,2025-10-10,3,42383.74
BK-000944,Q-2025-000891,2,C018,P0089,2025-09-28,1,54460.3
BK-000945,Q-2025-000892,1,C030,P0089,2025-10-03,4,45955.4
BK-000946,Q-2025-000893,1,C040,P0034,2025-09-26,13,10012.11
BK-000947,Q-2025-000893,2,C040,P0057,2025-10-14,537,435.87
BK-000948,Q-2025-000896,1,C004,P0022,2025-10-25,7,10873.81
BK-000949,Q-2025-000896,2,C004,P0031,2025-10-01,13,11807.71
BK-000950,Q-2025-000897,1,C028,P0058,2025-10-01,106,606.26
BK-000951,Q-2025-000898,1,C003,P0027,2025-10-15,9,13003.25
BK-000952,Q-2025-000900,1,C029,P0097,2025-10-05,1,47322.12
BK-000953,Q-2025-000901,1,C017,P0048,2025-10-23,775,414.29
BK-000954,Q-2025-000903,1,C016,P0065,2025-10-19,16,7915.62
BK-000955,Q-2025-000904,1,C017,P0007,2025-10-06,1,31553.08
BK-000956,Q-2025-000904,2,C017,P0019,2025-10-09,2,31479.37
BK-000957,Q-2025-000905,1,C031,P0114,2025-10-01,18,1899.79
BK-000958,Q-2025-000908,3,C027,P0037,2025-10-29,14,12153.93
BK-000959,Q-2025-000911,3,C037,P0056,2025-11-08,665,450.65
BK-000960,Q-2025-000912,1,C005,P0020,2025-10-03,4,34039.91
BK-000961,Q-2025-000912,2,C005,P0058,2025-10-16,192,439.77
BK-000962,Q-2025-000914,1,C018,P0005,2025-11-03,1,34116.96
BK-000963,Q-2025-000915,1,C022,P0016,2025-10-04,3,39885.53
BK-000964,Q-2025-000917,3,C004,P0023,2025-10-14,24,10753.02
BK-000965,Q-2025-000918,1,C035,P0066,2025-10-30,19,9271.5
BK-000966,Q-2025-000919,2,C022,P0112,2025-09-29,21,2447.04
BK-000967,Q-2025-000920,1,C013,P0029,2025-10-30,16,13361.61
BK-000968,Q-2025-000921,1,C033,P0040,2025-09-12,17,10783.35
BK-000969,Q-2025-000922,1,C015,P0080,2025-10-23,13,8274.28
BK-000970,Q-2025-000923,1,C009,P0094,2025-10-07,3,46543.22
BK-000971,Q-2025-000924,1,C007,P0010,2025-11-05,3,34920.15
BK-000972,Q-2025-000924,2,C007,P0053,2025-11-13,309,395.95
BK-000973,Q-2025-000925,1,C035,P0045,2025-10-03,716,426.12
BK-000974,Q-2025-000927,2,C013,P0025,2025-09-15,15,12469.07
BK-000975,Q-2025-000928,1,C007,P0001,2025-10-07,3,32437.35
BK-000976,Q-2025-000930,1,C040,P0039,2025-10-09,12,11812.36
BK-000977,Q-2025-000931,1,C023,P0052,2025-10-29,65,500.69
BK-000978,Q-2025-000932,1,C035,P0047,2025-10-24,195,462.18
BK-000979,Q-2025-000933,1,C040,P0057,2025-10-02,449,435.33
BK-000980,Q-2025-000936,2,C039,P0052,2025-11-01,360,514.13
BK-000981,Q-2025-000937,1,C040,P0041,2025-09-17,711,431.02
BK-000982,Q-2025-000937,2,C040,P0031,2025-10-08,20,9139.06
BK-000983,Q-2025-000937,3,C040,P0053,2025-10-01,172,330.43
BK-000984,Q-2025-000938,2,C008,P0115,2025-10-20,29,2265.23
BK-000985,Q-2025-000939,1,C022,P0017,2025-11-09,7,42034.63
BK-000986,Q-2025-000939,2,C022,P0101,2025-11-07,11,2474.83
BK-000987,Q-2025-000940,1,C014,P0087,2025-11-11,1,38709.84
BK-000988,Q-2025-000940,2,C014,P0033,2025-11-22,17,10425.34
BK-000989,Q-2025-000941,1,C011,P0084,2025-11-08,2,48982.05
BK-000990,Q-2025-000941,2,C011,P0080,2025-12-14,13,8226.04
BK-000991,Q-2025-000942,1,C017,P0042,2025-11-17,575,470.36
BK-000992,Q-2025-000943,1,C006,P0005,2025-10-28,3,36908.71
BK-000993,Q-2025-000944,1,C034,P0063,2025-10-27,13,7223.2
BK-000994,Q-2025-000945,2,C017,P0064,2025-11-04,3,8275.12
BK-000995,Q-2025-000946,1,C029,P0003,2025-11-13,1,33321.24
BK-000996,Q-2025-000946,2,C029,P0088,2025-12-13,3,61753.36
BK-000997,Q-2025-000947,1,C002,P0073,2025-11-22,8,7656.1
BK-000998,Q-2025-000947,2,C002,P0065,2025-11-13,8,7051.33
BK-000999,Q-2025-000947,3,C002,P0067,2025-12-03,10,7486.29
BK-001000,Q-2025-000948,1,C006,P0091,2025-12-22,1,58624.08
BK-001001,Q-2025-000948,2,C006,P0017,2025-11-12,6,36372.04
BK-001002,Q-2025-000949,1,C025,P0113,2025-11-09,13,2203.06
BK-001003,Q-2025-000951,1,C029,P0019,2025-12-14,7,33432.23
BK-001004,Q-2025-000952,1,C036,P0097,2025-10-27,4,51174.22
BK-001005,Q-2025-000953,1,C028,P0044,2025-10-29,577,549.27
BK-001006,Q-2025-000953,2,C028,P0060,2025-11-11,403,550.81
BK-001007,Q-2025-000955,1,C011,P0105,2025-11-22,28,2074.52
BK-001008,Q-2025-000956,1,C027,P0071,2025-11-19,16,9178.5
BK-001009,Q-2025-000957,2,C006,P0020,2025-11-17,4,38679.41
BK-001010,Q-2025-000962,1,C020,P0053,2025-11-29,122,437.88
BK-001011,Q-2025-000963,1,C025,P0108,2025-12-19,39,1980.24
BK-001012,Q-2025-000964,1,C027,P0072,2025-10-27,14,9393.4
BK-001013,Q-2025-000967,1,C015,P0098,2025-11-10,4,48392.66
BK-001014,Q-2025-000967,2,C015,P0077,2025-11-05,13,6615.75
BK-001015,Q-2025-000968,2,C010,P0087,2025-11-09,2,41868.52
BK-001016,Q-2025-000970,1,C033,P0041,2025-11-09,131,410.0
BK-001017,Q-2025-000971,1,C033,P0041,2025-11-01,197,410.0
BK-001018,Q-2025-000972,1,C017,P0005,2025-12-02,3,30392.8
BK-001019,Q-2025-000973,1,C025,P0076,2025-11-11,3,6281.8
BK-001020,Q-2025-000975,1,C002,P0107,2025-11-11,40,2643.16
BK-001021,Q-2025-000975,2,C002,P0105,2025-12-24,27,2134.16
BK-001022,Q-2025-000976,1,C021,P0114,2025-11-03,6,2199.83
BK-001023,Q-2025-000976,2,C021,P0017,2025-11-02,3,35582.34
BK-001024,Q-2025-000978,1,C011,P0091,2025-11-15,4,50373.25
BK-001025,Q-2025-000979,1,C017,P0042,2025-11-10,343,399.47
BK-001026,Q-2025-000980,2,C032,P0088,2025-11-26,2,49461.38
BK-001027,Q-2025-000981,1,C009,P0093,2025-11-17,1,47411.19
BK-001028,Q-2025-000981,2,C009,P0065,2025-10-23,5,6571.56
BK-001029,Q-2025-000981,3,C009,P0091,2025-10-19,3,44140.68
BK-001030,Q-2025-000982,1,C029,P0003,2025-12-02,1,33476.91
BK-001031,Q-2025-000982,2,C029,P0096,2025-12-21,2,36190.29
BK-001032,Q-2025-000984,1,C001,P0003,2025-12-20,2,28257.8
BK-001033,Q-2025-000985,1,C004,P0099,2025-11-22,2,47706.91
BK-001034,Q-2025-000985,2,C004,P0098,2025-11-20,1,61744.81
BK-001035,Q-2025-000986,1,C004,P0023,2025-11-07,17,10787.96
BK-001036,Q-2025-000987,1,C021,P0105,2025-10-19,37,1836.86
BK-001037,Q-2025-000988,2,C013,P0022,2025-10-25,15,10280.69
BK-001038,Q-2025-000989,1,C004,P0100,2025-10-17,1,51253.87
BK-001039,Q-2025-000990,1,C013,P0008,2025-12-09,1,37585.67
BK-001040,Q-2025-000991,1,C006,P0016,2025-11-12,5,44212.06
BK-001041,Q-2025-000991,2,C006,P0017,2025-12-03,3,36379.83
BK-001042,Q-2025-000991,3,C006,P0014,2025-11-03,7,41641.19
BK-001043,Q-2025-000992,1,C015,P0080,2025-10-26,3,8248.51
BK-001044,Q-2025-000993,1,C020,P0051,2025-10-28,641,436.28
BK-001045,Q-2025-000995,1,C032,P0046,2025-10-27,195,448.32
BK-001046,Q-2025-000995,2,C032,P0088,2025-11-06,3,53314.14
BK-001047,Q-2025-000996,2,C039,P0060,2025-12-13,798,597.06
BK-001048,Q-2025-000996,3,C039,P0015,2025-11-28,3,33010.48
BK-001049,Q-2025-000997,1,C007,P0043,2025-11-05,631,427.63
BK-001050,Q-2025-000997,2,C007,P0065,2025-10-21,20,7698.71
BK-001051,Q-2025-000998,1,C002,P0065,2025-11-25,19,7069.1
BK-001052,Q-2025-000998,2,C002,P0107,2025-10-22,24,2245.09
BK-001053,Q-2025-000999,1,C013,P0008,2025-11-04,4,34679.83
BK-001054,Q-2025-001000,2,C010,P0055,2025-11-06,620,363.42
BK-001055,Q-2025-001000,3,C010,P0081,2025-11-04,4,42327.48
BK-001056,Q-2025-001000,4,C010,P0089,2025-10-20,2,44580.74
BK-001057,Q-2025-001002,1,C017,P0064,2025-11-12,5,8523.98
BK-001058,Q-2025-001003,1,C040,P0059,2025-10-28,721,387.02
BK-001059,Q-2025-001003,2,C040,P0041,2025-11-03,569,395.0
BK-001060,Q-2025-001003,3,C040,P0058,2025-11-16,404,454.17
BK-001061,Q-2025-001004,1,C011,P0073,2025-10-30,4,7946.59
BK-001062,Q-2025-001006,1,C020,P0079,2025-11-18,10,8004.59
BK-001063,Q-2025-001007,2,C027,P0077,2025-11-16,8,8230.89
BK-001064,Q-2025-001008,1,C008,P0001,2025-12-12,7,36727.39
BK-001065,Q-2025-001009,1,C015,P0082,2025-11-30,3,54094.66
BK-001066,Q-2025-001009,2,C015,P0062,2025-11-13,17,7740.36
BK-001067,Q-2025-001009,3,C015,P0097,2025-11-11,2,49980.76
BK-001068,Q-2025-001010,2,C031,P0015,2025-11-01,6,32584.92
BK-001069,Q-2025-001010,3,C031,P0008,2025-11-22,8,32354.92
BK-001070,Q-2025-001010,4,C031,P0073,2025-12-11,19,7950.0
BK-001071,Q-2025-001011,1,C005,P0044,2025-11-12,188,369.24
BK-001072,Q-2025-001011,2,C005,P0073,2025-11-23,10,7180.47
BK-001073,Q-2025-001011,3,C005,P0020,2025-12-03,8,29797.75
BK-001074,Q-2025-001013,1,C030,P0096,2025-11-25,3,37416.29
BK-001075,Q-2025-001015,1,C034,P0074,2025-11-09,15,7737.19
BK-001076,Q-2025-001016,1,C009,P0099,2025-11-24,4,47819.45
BK-001077,Q-2025-001018,2,C004,P0023,2025-12-14,12,10812.09
BK-001078,Q-2025-001019,1,C012,P0053,2025-11-14,259,503.45
BK-001079,Q-2025-001021,1,C004,P0033,2025-11-15,10,12334.75
BK-001080,Q-2025-001021,2,C004,P0100,2025-11-16,1,51174.79
BK-001081,Q-2025-001022,1,C030,P0066,2025-11-10,2,8137.5
BK-001082,Q-2025-001023,1,C015,P0083,2025-11-09,2,47884.62
BK-001083,Q-2025-001023,2,C015,P0088,2025-11-15,3,43427.34
BK-001084,Q-2025-001025,1,C036,P0019,2025-11-17,5,37620.06
BK-001085,Q-2025-001027,1,C021,P0017,2026-01-04,2,35582.2
BK-001086,Q-2025-001028,2,C032,P0095,2025-12-07,2,46163.64
BK-001087,Q-2025-001029,1,C004,P0037,2025-12-13,16,11838.25
BK-001088,Q-2025-001030,1,C033,P0027,2025-11-30,12,14369.2
BK-001089,Q-2025-001030,2,C033,P0032,2025-12-10,15,10338.79
BK-001090,Q-2025-001030,3,C033,P0040,2026-01-05,12,11134.82
BK-001091,Q-2025-001032,1,C009,P0093,2025-12-17,3,47103.17
BK-001092,Q-2025-001033,3,C032,P0042,2025-12-02,87,479.95
BK-001093,Q-2025-001034,1,C032,P0011,2025-12-22,1,36334.69
BK-001094,Q-2025-001034,2,C032,P0055,2025-11-23,196,420.74
BK-001095,Q-2025-001034,4,C032,P0095,2025-11-28,1,45943.75
BK-001096,Q-2025-001036,1,C017,P0001,2025-12-22,3,30200.0
BK-001097,Q-2025-001036,2,C017,P0079,2025-12-23,13,7466.5
BK-001098,Q-2025-001037,2,C011,P0106,2025-12-14,19,2009.64
BK-001099,Q-2025-001039,1,C027,P0071,2025-12-07,20,8849.28
BK-001100,Q-2025-001040,1,C033,P0027,2025-11-25,20,13207.27
BK-001101,Q-2025-001040,2,C033,P0045,2026-01-09,527,409.03
BK-001102,Q-2025-001041,1,C009,P0099,2025-11-22,1,45000.0
BK-001103,Q-2025-001042,1,C029,P0097,2025-11-20,1,47296.77
BK-001104,Q-2025-001043,1,C027,P0036,2025-12-18,11,14961.89
BK-001105,Q-2025-001046,1,C002,P0107,2025-12-28,40,2450.21
BK-001106,Q-2025-001046,2,C002,P0071,2025-12-21,17,7477.9
